id,brand,name
6142,McDonald Observatory,Photometric R
6143,McDonald Observatory,Photometric I
6172,DayStar,Quark (Prominence model)
6205,Kase,Canon R5/6 clip-in filter neutral light
6271,Baader,"Neutral Density Filter ND 0.9 1.25"""
6304,Baader,BCF-1
6337,Kenko,Pro Softon-A (W) 82 mm
6436,Spencer's Camera & Photo,Visual + H-Alpha On-Lens 42mm
6437,Celestron,"Light Pollution filter for RASA8 2"""
6469,Sense-Tech Innovation Company (STC),"H-alpha 7nm 2"""
6470,Sense-Tech Innovation Company (STC),"SII 7nm 2"""
6471,Sense-Tech Innovation Company (STC),"OIII 7nm 2"""
6502,Nilta,"LPF 2"""
6503,DayStar,Combo Quark (Prominence model)
6504,DayStar,Combo Quark (Chromosphere model)
6601,DayStar,"UV/IR Cut 2"""
6669,Optolong,L-Ultimate
6700,DayStar,Quark (Gemini model)
6734,Beloptik,"UV/IR Cut on KG3 2"""
6735,Baader,"Single Polarizing Filter 2"""
6737,DayStar,Questar Quark (Prominence model)
6738,DayStar,Questar Quark (Chromosphere model)
6739,Kolari Vision,UV/IR Cut H-Alpha Pass 77 mm
6799,Omegon,"Pro H-alpha 12nm 1.25"""
6832,Optical Vision Ltd (OVL),"LP 1.25"""
6898,Altair,"H-alpha 3nm 2"""
6899,Altair,"SII 3nm 2"""
6900,Altair,"OIII 3nm 2"""
6901,Altair,"Ha+OIII ULTRA DualBand 4nm CERTIFIED CMOS 2"""
6964,Vaonis,Stellina integrated CLS
7030,Astrodon,Johnson B 50x50 mm
7031,Astrodon,Johnson V 50x50 mm
7032,Astrodon,Cousins R 50x50 mm
7129,Player One,"S-Series UV IR-Cut 1.25"""
7261,Player One,"S-Series ERF 1.25"""
7360,Baader,"Planetary Red Longpass 1.25"""
7393,Omegon,"Light Pollution 2"""
7426,Solar Spectrum,Suna 0.65Å 25mm clear aperture
7459,Lunt,LS100FHa
7525,Thousand Oaks Optical,Solar 77 mm
7558,Orion,Glass White Light Solar Filter
7657,Astrodon,NII 3nm
7789,IDAS,HE2-N3 Nikon Clip APS-C
7822,Orion,"H-alpha 7nm 1.25"""
7823,Orion,"OIII 7nm 1.25"""
7855,Paton Hawksley,Star Analyser 200
7888,Kase,Neutral Night 77mm
7921,B+W,UV/IR Cut 105 mm
7987,TS-Optics,"Colour Filter Red #25 1.25"""
8119,Custom Scientific,"Lum 1.25"""
8120,Custom Scientific,"Red 1.25"""
8121,Custom Scientific,"Green 1.25"""
8122,Custom Scientific,"Blue 1.25"""
8185,Explore Scientific,Sun Catcher Sun Filter for 80-102 mm Telescopes
8218,Omegon,"Pro CLS 2"""
8352,Artesky,"UV/IR Cut 1.25"""
8386,Thousand Oaks Optical,Solar 82 mm
8416,Player One,"S-Series Photosphere 10nm 1.25"""
8417,Thousand Oaks Optical,"LP3 - oxygen 1.25"""
8449,Baader,"Planetary Green 1.25"""
8548,Omegon,"OIII 12nm 1.25"""
8549,Omegon,"Pro SII 12nm 1.25"""
8581,Astro Essentials,"UV/IR Cut 1.25"""
8713,Baader,H-alpha Ultra-Narrowband 3.5nm
8746,Edmund Optics,"589nm CWL, 10nm FWHM, 25mm Mounted Diameter"
8845,Astro Essentials,"UV/IR Cut 2"""
8878,Custom Scientific,"H-alpha 3nm 1.25"""
8911,Sightron Japan Inc.,Comet BP Filter 48mm
8944,Custom Scientific,"OIII 3nm 1.25"""
8945,Chroma,"He(II) 4nm 1.25"""
8977,Altair,"Luminance UV/IR Block Filter with AR Coating 2"""
9010,Baader,Clearglass Filter
9018,Lumicon,"Oxygen-III Gen1 2"""
9076,Custom Scientific,"SII 3nm 1.25"""
9109,Vaonis,Vespera Light Pollution Filter
9142,Coronado,Solarmax III 90mm Double Stacking Etalon Filter
9175,K&F Concept,XK43 Natural Night 77 mm
9176,ICE Optical Glass Filters,ICE ND1000 105mm
9177,Haida,Slim PRO II MC ND3.0 1000x 77 mm
9178,Marumi,DHG SUPER CIRCULAR PL 77 mm
9208,Orion,"SII 7nm 1.25"""
9209,TS-Optics,"ND 0.6 2"""
9241,Baader,"Neutral Density Filter ND 0.6 2"""
9243,Marumi,ND 100000 77mm
9275,euro EMC,Solar filter SF100 size 5 (103-131mm)
9307,Baader,Solar Continuum 7.5nm
9340,Lunt,H-alpha Etalon from LS40THa
9373,Omegon,Colorfilter #23A Bright-Red 2''
9374,Omegon,Colorfilter #11 Yellow-Green 2''
9375,Omegon,Colorfilter #80A Blue 2''
9376,Omegon,Pro H-Alpha 12nm Filter 2''
9406,Vaonis,Stellina Solar Filter
9472,Kepler,"Filter  IR Blocking 1.25"""
9505,SVBony,"SV220 7nm 2"""
9604,Askar,"ColourMagic D1 (Ha+Oiii) Duo Narrow Band 6nm 2"""
9637,Omega Optical,"Solar CaK 1.25"""
9703,ICE Optical Glass Filters,ICE ND100000 95mm
9736,euro EMC,Solar filter SF100 size 8 (187-221mm)
9769,DayStar,UV 396nm 36 mm
9802,Tecnosky,"H-alpha 12nm 2"""
9835,Irix,Edge Light Pollution 77 mm
9868,Altair,Hydrogen Alpha D-ERF
10000,Omega Optical,H-alpha 4nm 65x65 mm
10034,Baader,C-ERF 130mm
10066,DayStar,Energy Rejection Filter for Refractors - 150mm ERF Glass | Cell |  220mm ID Cap
10165,Lacerta,ND3 31 mm (Herschel-LAC1s)
10198,Askar,"ColourMagic D2 (Sii+Oiii) Duo Narrow Band 6nm 2"""
10231,IDAS,"SII 6.3nm UHS 2"""
10264,Antlia,Triband RGB Ultra Filter - 2.00'' Mounted
10363,Universal Astro,Canon EOS (APS-C) Clip-In UHC Light Pollution Filter
10495,FLI,Red 65x65 mm
10496,FLI,Green 65x65 mm
10497,FLI,Blue 65x65 mm
10498,FLI,Lum 65x65 mm
10528,Baader,"Yellow Longpass 2"""
10594,Astrodon,Cousins I 50x50 mm
10660,IDAS,NBZ f/1.8-f/4 48 mm
10693,Kenko,PRO1D Pro Softon-A (W) 67mm
10726,DayStar,ION 0.8A H-alpha
10759,TS-Optics,"UCF-1 1.25"""
10825,DayStar,Cardboard-mounted solar filter 50 mm
10858,ICE Optical Glass Filters,"ICE Lipo Light Pollution Filter (2"")"
10891,Omegon,"Red Pro 1.25"""
10892,Omegon,"Green Pro 1.25"""
10893,Omegon,"Blue Pro 1.25"""
10924,Astromann,"SolarFlex4 sun filter 265-285 mm OD=5,0"
10990,Baader,"Yellow 1.25"""
11089,Optolong,Clear Sky 77mm
11122,Astrodon,AD 40D Replacement UV/IR Filter
11155,Custom Scientific,"H-alpha 4.5nm 1.25"""
11188,Celestron,"Moon Filter 1.25"""
11254,Thousand Oaks Optical,Solar 95 mm
11287,OGMA,"UV/IR Cut 2"""
11320,SVBony,"Moon 2"""
11353,Marumi,Redhancer 77 mm
11386,Baader,H-alpha Highspeed(f/3) 3.5nm (CMOS-Optimized) 36 mm
11387,Baader,SII Highspeed(f/3) 4nm (CMOS-Optimized) 36 mm
11388,Baader,OIII Highspeed(f/3) 4nm (CMOS-Optimized) 36 mm
11419,Baader,"C2 Swan-Band (OIII parallel) 15nm 2"""
11452,Vaonis,Vespera Dual Band
11485,Baader,"Neutral Density Filter ND 3.0 2"""
11518,IDAS,"Ha 6.8nm 2"" Class STD (2.5mm thick)"
11584,ICE Optical Glass Filters,"UV/IR Cut 2"""
11617,Baader,"H-alpha 20nm Bandpass 2"""
11717,IDAS,"SII 6.3nm 2"" Class STD (2.5mm thick)"
11749,Baader,UHC-L Booster (CMOS-Optimized) 2''
11848,Baader,O-III Super-G 9nm (CMOS-Optimized)
11914,Nisi,Star Soft 100x150 mm
11947,Tiffen,Double Fog 3 77MM
11980,Antlia,"ALP-T Dualband 5nm SII&Hb 2"""
12013,Omegon,Solar (138mm - 153mm)
12145,Optolong,"ND3.0 2"""
12211,FLI,H-alpha 4.5nm 50 mm
12212,FLI,SII 3nm 50 mm
12213,FLI,OIII 3nm 50 mm
12310,FLI,Red 50x50 mm
12311,FLI,Green 50x50 mm
12312,FLI,Blue 50x50 mm
12313,FLI,Lum 50x50 mm
12442,FLI,SII 8nm 50x50 mm
12475,FLI,OIII 8nm 50x50 mm
12476,FLI,H-alpha 8nm 50x50 mm
12508,NASA/ESA,f606w
12607,Coma di Adriano Lolli,"UV 350nm 1.25"""
12805,SVBony,"Moon 1.25"""
12871,ESO,Red 50 mm
12904,BST StarGuider,CLS EOS APS-C Clip filter
12937,Astrodon,Johnson-Cousins Ic 50 mm
12970,Thousand Oaks Optical,"Solar Filter Sheet 6""x6"""
13003,NASA/ESA,f814w
13004,NASA/ESA,f555w
13005,NASA/ESA,f438w
13006,NASA/ESA,f336w
13036,Vaonis,Vespera Solar Filter
13069,IDAS,"GNB  Galaxy Nebula Booster 1.25"""
13102,DayStar,Calcium H-line Quark
13135,VernonScope LLC,"30 Magenta 1.25"""
13168,Tecnosky,"IR Pass 685nm 1.25"""
13201,Omega Optical,"DGM GCE Contrast 2"""
13267,IDAS,"GNB Galaxy Nebula Booster 2"""
13300,Thorlabs,FELH1000
13366,Tecnosky,"UV 1.25"""
13400,Altair,"SII+OIII ULTRA DualBand 4nm CERTIFIED CMOS 2"""
13432,Coronado,Isle of Mann AS1-90 H-alpha 0.7nm 90 mm
13465,Altair,Triband D-ERF 115mm
13499,Antlia,O-III Pro Ultra Filter - 2.8 nm Ultra Narrowband - 36 mm
13500,Antlia,H-Alpha Pro Ultra Filter - 2.8 nm Ultra Narrowband - 36 mm
13501,Antlia,S-II Pro Ultra Filter - 2.8 nm Ultra Narrowband - 36 mm
13531,Lacerta,"ND3 2"" (Herschel-LAC2s)"
13597,Unspecified/unknown company,"Red 2"""
13630,QHYCCD,"CH4 890nm 1.25"""
13663,Urth,Night Filter Plus+ 43 mm
13696,Explore Scientific,"23A 1.25"""
13729,Hoya,ND1000 72 mm
13795,Altair,"G-Band Solar Contrast Filter (430.3nm) 2nm 1.25"""
13828,DWARFLAB,"UHC 1.25"""
13861,IDAS,"NB12 12nm Nebula Booster 2"""
13960,Baader,"IR-Pass 742nm 1.25"""
13993,DWARFLAB,"Solar 1.25"""
14059,Astrodon,"I-Series Tru-Balance Red 1.25"""
14060,Astrodon,"I-Series Tru-Balance Green 1.25"""
14061,Astrodon,"I-Series Tru-Balance Blue 1.25"""
14092,Baader,"Orange Wratten #21 1.25"""
14125,Player One,"Anti-Halo Pro Dual-Band Ha+OIII Filter 2"""
14158,Aries Instruments,D-ERF 214 mm
14191,PixelTeq,NIR Bandpass Filter – 1010nm FWHM 38nm
14257,Radian,"Multiband 2"" Original OPT Triad Dual Band 2"""
14290,Omegon,"Pro SII 12nm 2"""
14323,Solar Spectrum,Glass Solar Filter ST375G
14389,Antlia,"H-alpha Ultra Narrow Band 2.5nm 2"""
14390,Antlia,"SII Ultra Narrow Band 2.5nm 2"""
14391,Antlia,"OIII Ultra Narrow Band 2.5nm 2"""
14455,Baader,"UHC-L Booster (CMOS-Optimized) 1.25"""
14488,Custom Scientific,"Lum 2"""
14489,Custom Scientific,"Blue 2"""
14490,Custom Scientific,"Green 2"""
14491,Custom Scientific,"Red 2"""
14521,NASA/ESA,f090w NIRCAM 48mm diameter 0.31nm bandpass
14522,NASA/ESA,f187n NIRCAM 48mm diameter 0.43nm bandpass
14523,NASA/ESA,f200w NIRCAM 48mm diameter 0.52nm bandpass Pa-alpha
14524,NASA/ESA,"f335m NIRCAM 48mm diameter 0.48nm bandpass PAH, CH4"
14525,NASA/ESA,"f444w NIRCAM 48mm diameter 0.53nm bandpass Blocking filter for F405N, F466N, F470N."
14526,NASA/ESA,f470n NIRCAM 48mm diameter 0.31nm bandpass H2
14527,NASA/ESA,f770w MIRI 48mm diameter PAH broadband imaging
14528,NASA/ESA,f1130w MIRI 48mm diameter PAH broadband imaging
14529,NASA/ESA,f1500w MIRI 48mm diameter broadband imaging
14587,Spectrum Telescope,Glass Solar Filter ST625G
14621,Custom Scientific,H-alpha 10nm 50x50 mm
14653,PixelTeq,"IR 1030nm FWHM 50nm 1.25"""
14654,PixelTeq,"IR 985nm FWHM 55nm 1.25"""
14686,Altair,"Premium CCD Filter Red 1.25"""
14687,Altair,"Premium CCD Filter Green 1.25"""
14688,Altair,"Premium CCD Filter Blue 1.25"""
14719,SVBony,"Yellow #8 1.25"""
14785,DayStar,H-alpha University Series (1975 - 2006) 0.6 Å 62 mm
14818,Antlia,H-alpha 7nm 36 mm
14819,Antlia,SII 7nm 36 mm
14820,Antlia,OIII 7nm 36 mm
14884,Altair,"Premium CCD Filter Luminance 1.25"""
14950,Thousand Oaks Optical,Solar 67 mm
14983,Optolong,"L-eXtreme F2 2"""
15049,Antlia,V-Pro R+
15115,Kepler,"#80A 1.25"""
15148,DayStar,Quantum H-alpha 0.5nm
15181,Astro Hutech,LPS1-D1-36u
15214,NASA,F673W
15215,NASA/ESA,f502n
15247,dHD Digital,IR 650nm 67 mm
15280,Tecnosky,"Red 1.25"""
15313,Andover Corporation,Filter 659.1nm 50 mm
15379,Chroma,OIII 3nm 65x65 mm (Optimized f/3)
15511,Spencer's Camera & Photo,H-alpha 7nm
15544,PixelTeq,645nm FWHM 17nm
15610,ICE Optical Glass Filters,LP 77 mm
15643,IDAS,"Multiband 12nm 2"""
15644,IDAS,NBZex 2''
15709,Spectrum Telescope,Thread-On Solar Film Filter ST-58mm
15775,Astromania,"UV/IR Cut 1.25"""
15808,Player One,"UV/IR Cut 2"""
15841,IDAS,"Optical Distance Worker 2"""
15907,NASA/ESA,f475w
15973,NASA/ESA,f435w
16039,Antlia,"Quad Band Anti-Light Pollution Filter 2"" Mounted"
16072,Optolong,"L-Quad Enhance 2"""
16105,Baader,UHC-L Booster (CMOS-Optimized) 31 mm
16204,Seymour Solar,Solar 67 mm
16237,Celestron,"EclipSmart Solar Filter 5"""
16303,Thousand Oaks Optical,Solar 46 mm
16336,Hoya,PRO ND100000 (5.0) 95mm
16369,Nisi,Solar Filter 16.6 Stops UV/IR Cut 77 mm PRO Nano
16435,Explore Scientific,Sun Catcher Trim-To-Fit Solar Filter
16468,Thousand Oaks Optical,Solar 72 mm
16501,Sky-Watcher,"Light Pollution Filter 2"" CLS"
16600,Nisi,Solar 67 mm
16699,Thousand Oaks Optical,Solar 62 mm
16732,Optolong,"L-QEF 2"""
16766,Hoya,UV HD Nano 72 mm
16831,NASA/ESA,f350lp
17029,Celestron,"LP 2"""
17227,Sense-Tech Innovation Company (STC),Astrophotography Interchangeable Clip Filter for Nikon Z Series
17294,Sightron Japan Inc.,Quad BP Filter II 52mm
17425,NASA/ESA,f665w
17492,NASA,Green 71nm
17493,NASA,H-beta 4.5nm
17557,ZWO,Seestar S50 solar filter
17623,Baader,"H-alpha 20nm Bandpass 1.25"""
17657,Antlia,"ALP-T Dual Band 5nm SII&H-beta Filter 2"""
17689,ZWO,Seestar S50 Integrated LP filter
17755,Neewer,"UHC 1.25"""
17887,Baader,UHC-L 50x50 mm
17921,SVBony,"SV220 7nm 1.25"""
18118,K&F Concept,LP 67 mm
18151,GSO,"Red 1.25"""
18250,Urth,LP 82 mm
18415,Sightron Japan Inc.,"LPS-C1 2"""
18481,Thousand Oaks Optical,203mm Full Aperture (Solarlite polymer) S-9500-EF
18514,NOIRLab/IPAC/ESA/STScI/CfA,DES i 784nm
18515,NOIRLab/IPAC/ESA/STScI/CfA,DES r 642nm
18516,NOIRLab/IPAC/ESA/STScI/CfA,DES g 473nm
18547,NOIRLab/IPAC/ESA/STScI/CfA,DES 926nm
18580,Player One,"S-Series ERF 2"""
18646,Antlia,"Triband II RGB Ultra Filter - 2"""
18679,limitoptic,Narrowband filter 590nm (10nm) 27mm
18712,Kase,Mist Dream Filter (Sony Full)
18778,Spectrum Telescope,Threaded Camera Solar Filter 77mm
18811,Sightron Japan Inc.,"Quad BP Filter III 2"""
19339,Thousand Oaks Optical,#12250A Off Axis Type 2 Glass Solar Filter
19340,Player One,"Anti-Halo UV IR-Cut 2"""
19341,Askar,"Colour Magic C2 Duo-band Filter (SII+OIII) 2"""
19802,SVBony,SV229 Solar Filter
19867,Baader,"K-Line Ca-K 393-396nm 1.25"""
19900,Antlia,H-alpha 2.8nm 36 mm
19901,Antlia,OIII 2.8nm 36 mm
19967,barr associates,H-alpha 3nm 50 mm
20529,Thousand Oaks Optical,"Solar Filter Sheet 4""x4"""
20560,IDAS,"NBZ-II 2"""
21946,NASA,"NIRCAM F150W General Purpose Filter: Pivot λ 1.501µm, BW Δλ 0.318µm"
21947,NASA,"NIRCAM F356W General Purpose Filter: Pivot λ 3.57µm, BW Δλ 0.79µm"
21979,Kase,Dream Star filter 100x100mm
22178,Castell,"CLS 2"""
22276,Antlia,"Dark Luminance 2"""
22277,Antlia,"Dark Red 2"""
22278,Antlia,"Dark Green 2"""
22279,Antlia,"Dark Blue 2"""
22474,ZWO,Seestar S50 Integrated UV/IR Cut filter
22540,Antlia,"Tri Band RGB Pro 2"""
22639,Astro Hutech,"IDAS LPS D1 2"""
22672,Celestron,"Light pollution filter for RASA11 2"""
22870,Askar,"Color Magic C1 2"""
22903,Hoya,ND4 67 mm
23070,Antlia,"3nm Narrowband H-alpha Pro Highspeed 2"""
23071,Antlia,"3nm Narrowband Oxygen III Pro Highspeed 2"""
23134,Hoya,Light Pollution Cut Filter 82mm
23167,Antila,H-alpha 3nm 50 mm
23168,Antila,SII 3nm 50 mm
23169,Antila,OIII 3nm 50 mm
23200,Marumi,StarScape 77mm
23299,Askar,Ha OIII 6nm 50 mm
23300,Askar,SII OIII 6nm 50 mm
23332,Altair,"Ha+OIII ULTRA DualBand 6nm CERTIFIED CMOS 2"""
23365,ICE Optical Glass Filters,ND 100000 58mm
23431,Altair,"SII+OIII ULTRA DualBand 6nm CERTIFIED CMOS 2"""
23761,Antlia,H-alpha Ultra Narrow Band 2.5nm 36 mm
23762,Antlia,OIII Ultra Narrow Band 2.5nm 36mm
23763,Antlia,SII Ultra Narrow Band 2.5nm 36 mm
23794,Celestron,Nebula Filter for the Celestron Origin Intelligent Home Observatory
24986,Antlia,Dark Series Green 36 mm
24987,Antlia,Dark Series Blue 36 mm
24988,Antlia,Dark Series Red 36 mm
25114,Scorpio,"H-alpha 3nm 2"""
25115,Scorpio,"OIII 3nm 2"""
25116,Scorpio,"SII 3nm 2"""
25279,MLAstro,SHG 700
25411,Altair,"SII+OIII ULTRA DualBand 6nm CERTIFIED CMOS 1.25"""
25576,ToupTek,Lum 36 mm
25774,Altair,"TRI RGB Light Pollution Filter 2"""
25972,Antlia,Dark Series R+ Lum 390-710nm 36 mm
25973,Antlia,Dark Series R+ Red 36 mm
25974,Antlia,Dark Series R+ Green 36 mm
25975,Antlia,Dark Series R+ Blue 36 mm
25976,Antlia,Dark Series R+ IR 700-1000nm 36 mm
26567,Scorpio,"Red 2"""
26568,Scorpio,"Green 2"""
26569,Scorpio,"Blue 2"""
26665,NASA/ESA,f1280w MIRI 48mm diameter PAH broadband imaging
26995,Antlia,"ALP-T Dualband 3nm Ha & OIII 2"""
27393,Optolong,L-Para 2''
27457,SVBony,"SV227 H-Alpha 5nm 2"""
27458,SVBony,"SV227 OIII 5nm 2"""
27459,SVBony,"SV227 SII 5nm 2"""
27589,Scorpio,SII 3nm 36 mm
27590,Scorpio,H-alpha 3nm 36 mm
27591,Scorpio,OIII 3nm 36 mm
27592,Scorpio,Red 36 mm
27594,Scorpio,Blue 36 mm
27595,Scorpio,Green 36 mm
27688,Scorpio,"Ha+OIII Dualband 3nm 2"""
28943,ToupTek,R 36 mm
28944,ToupTek,G 36 mm
28945,ToupTek,B 36 mm
29107,ZWO,Seestar S30 Integrated LP filter
29144,ToupTek,H-alpha 3.5nm 36 mm
29471,ToupTek,SII 4nm 36 mm
29472,ToupTek,OIII 4nm 36 mm
29503,SVBony,"SV260 Multiband 2"""
29932,Scorpio,Luminance/Clear 36 mm
30031,Scorpio,"Luminance/Clear 2"""
30196,Antila,"ATLP-T Dualband 3.5nm Narrowband filter 2"" (SII &Hb)"
30394,Scorpio,SII 5nm 36 mm
30395,Scorpio,H-alpha 5nm 36 mm
30396,Scorpio,OIII 5nm 36 mm
30427,ToupTek,"H-alpha 6.5nm 1.25"""
30428,ToupTek,"OIII 6.5nm 1.25"""
30429,ToupTek,"SII 6.5nm 1.25"""
30493,ZWO,Seestar S30 solar filter
30626,Antlia,"ALP-T Dual Band SII & Hb 3.5nm 2"""
30757,Antlia,Solar Discover 5Å CaK
30858,ToupTek,"R 1.25"""
30859,ToupTek,"G 1.25"""
30860,ToupTek,"B 1.25"""
30892,ToupTek,"Luminance/Clear 1.25"""
